SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
20,RL,60,8284,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,8,5,2003,1965,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Gd,Y,SBrkr,866,0,0,2284,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965,Unf,1,TA,TA,Y,0,0,236,0,0,0,,GdWo,,0,12,2009,WD,Normal
20,RL,73,8763,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,7,2006,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1146,0,0,1796,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956,RFn,1,TA,TA,Y,259,0,0,0,0,0,,,,0,6,2009,WD,Normal
190,RL,59,4487,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,8,6,2006,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,SBrkr,780,505,0,1960,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1942,Unf,1,TA,TA,Y,0,88,0,0,0,0,,MnPrv,,0,7,2007,WD,Normal
75,RM,75,13503,Pave,Gr,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,2000,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,1314,1143,0,1674,0,0,2,0,3,1,TA,8,Typ,1,Gd,Attchd,1950,Unf,2,TA,TA,N,0,148,150,0,0,0,,MnPrv,,0,2,2007,WD,Normal
20,RL,76,6953,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,7,2002,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,916,0,0,1630,1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1979,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal
20,RL,60,8193,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,6,1994,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,950,0,0,2688,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956,Unf,1,TA,TA,Y,0,36,0,0,0,0,,,,0,10,2007,WD,Normal
60,RL,100,10842,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,1995,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,928,679,0,1495,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,TA,TA,Y,0,36,0,0,0,0,,,,0,7,2008,WD,Normal
50,RM,59,5313,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,7,8,1994,2003,Hip,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,1003,635,0,2128,0,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1950,Unf,1,Fa,TA,Y,396,0,0,0,0,0,,,,0,6,2006,WD,Normal
80,RL,80,9203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,5,2002,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1044,0,0,1690,0,0,2,0,3,1,TA,5,Typ,0,,Attchd,1965,RFn,2,TA,TA,Y,194,0,0,0,0,0,,GdPrv,,0,5,2007,WD,Normal
20,RL,65,11053,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,2005,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,1007,0,0,1469,0,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1956,Unf,1,TA,TA,Y,0,0,0,0,288,0,,,,0,7,2006,WD,Normal
20,RL,105,13696,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,7,5,1990,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2676,0,0,2197,2,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2007,Fin,3,TA,TA,Y,362,50,0,0,0,0,,,,0,3,2009,WD,Normal
20,RL,96,12459,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2001,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1720,0,0,1602,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,218,48,0,0,0,0,,,,0,7,2009,WD,Normal
20,RL,84,10087,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1977,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1554,0,0,2873,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005,RFn,3,TA,TA,Y,146,20,0,0,0,0,,,,0,7,2006,New,Partial
50,RL,84,10167,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,8,5,2007,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,Av,LwQ,Unf,GasA,Fa,Y,SBrkr,994,474,0,1839,0,0,2,0,3,1,TA,6,Typ,2,TA,Detchd,1939,Unf,1,TA,TA,Y,0,126,0,0,0,0,,,,0,7,2006,WD,Normal
20,RL,60,8433,Pave,,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1042,0,0,1519,0,0,2,0,3,1,TA,5,Typ,0,,,.,,0,,,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal
45,RL,59,7230,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,9,6,2001,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,834,0,0,1948,0,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal
160,FV,24,2163,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1998,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,626,629,0,2098,1,0,2,1,2,1,Gd,4,Typ,0,,Detchd,1999,Unf,2,TA,TA,Y,0,48,0,0,0,0,,,,0,3,2008,WD,Normal
60,RL,59,9045,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,,5,2006,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,945,696,0,2022,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998,Fin,2,TA,TA,Y,102,38,0,0,0,0,,,,0,7,2008,WD,Normal
60,RL,63,9087,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,1998,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,957,678,0,1714,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998,Fin,2,TA,TA,Y,0,28,0,0,0,0,,,,0,6,2006,WD,Normal
20,RL,.,9219,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,6,1966,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1078,0,0,2202,0,0,1,1,3,1,TA,5,Typ,1,Fa,Detchd,1985,Unf,2,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,9,2008,WD,Abnorml
90,RL,98,13263,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,9,6,2005,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1730,0,0,1699,2,0,2,0,6,2,TA,10,Typ,0,,,.,,0,,,Y,0,0,0,0,0,0,,,,0,1,2010,Oth,Abnorml
70,RM,60,10803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasW,Gd,Y,SBrkr,1315,1183,0,1697,0,0,2,0,5,1,TA,10,Typ,1,Gd,Detchd,1950,Unf,2,TA,Fa,Y,0,299,0,0,0,0,,,,0,12,2008,WD,Normal
20,RL,75,7503,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,8,5,1980,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,1042,0,0,2015,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1963,Fin,1,TA,TA,Y,0,0,220,0,0,0,,MnPrv,,0,6,2010,WD,Normal
20,RL,65,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1989,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,990,0,0,1645,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1974,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2007,WD,Normal
85,RL,.,7403,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,8,5,2004,1984,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,TA,Y,SBrkr,1128,0,0,1647,1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1984,Unf,2,TA,TA,Y,180,0,0,0,0,0,,,,0,3,2008,WD,Normal
60,FV,75,8007,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2001,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,834,1104,0,2440,1,0,2,1,3,1,TA,8,Typ,0,,BuiltIn,2009,Fin,2,TA,TA,Y,0,150,0,0,0,0,,,,0,12,2009,New,Partial
20,RL,.,12738,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5,1985,1972,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,866,0,0,1743,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1980,Unf,2,TA,TA,Y,218,0,0,0,0,0,,MnWw,,0,4,2008,COD,Normal
20,RL,70,8403,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5,2005,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,927,0,0,,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1955,Unf,1,TA,TA,Y,83,0,0,0,0,0,,GdWo,,0,3,2007,WD,Normal
20,RL,85,9353,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,6,2001,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,1315,0,0,1788,1,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1961,RFn,2,TA,TA,Y,174,28,0,0,121,0,,MnPrv,,0,2,2009,WD,Normal
20,RL,60,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,7,2007,1951,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,878,0,0,1703,0,0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1972,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2008,WD,Abnorml
80,RL,125,14422,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,8,5,2005,1989,Hip,CompShg,Plywood,Plywood,BrkFace,310,TA,TA,PConc,Gd,TA,Gd,GLQ,ALQ,GasA,Ex,Y,SBrkr,1481,0,0,2099,2,0,2,1,3,1,Gd,7,Min,1,Fa,Attchd,1987,Fin,2,TA,TA,Y,226,238,0,0,0,0,,,,0,7,2009,WD,Normal
70,RM,50,9003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,8,9,2007,1988,Hip,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,834,651,0,2575,0,1,1,0,3,1,TA,7,Typ,0,,Detchd,1930,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal
20,RL,92,10848,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,1988,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,504,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1577,0,0,2063,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,3,TA,TA,Y,218,28,0,0,0,0,,,,0,6,2008,WD,Normal
20,RL,62,8013,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,953,0,0,2145,1,0,1,0,2,1,Gd,6,Typ,0,,Detchd,1985,Unf,2,TA,TA,Y,0,0,42,0,0,0,,,Shed,450,9,2009,WD,Normal
20,RL,80,12003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,9,5,2005,1968,Gable,CompShg,Plywood,Plywood,None,0,TA,Fa,CBlock,Gd,Fa,No,LwQ,Unf,GasA,Gd,Y,SBrkr,1390,0,0,1562,1,0,2,0,3,1,TA,6,Typ,1,Po,Attchd,1968,RFn,2,TA,TA,Y,0,58,0,0,0,0,,,,0,7,2006,COD,Abnorml
20,RL,.,11091,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1962,2002,Hip,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1360,0,0,2449,1,0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,2002,Unf,2,TA,TA,Y,70,166,0,0,0,0,,,,0,6,2006,WD,Normal
160,RM,24,2371,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,8,6,2000,1970,Gable,CompShg,HdBoard,HdBoard,None,312,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,767,601,0,1660,0,0,1,1,3,1,TA,7,Min,0,,Attchd,1970,Unf,2,TA,TA,Y,0,36,0,0,0,0,,,,0,5,2009,WD,Normal
20,RL,65,8776,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,1981,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1416,0,0,2525,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2004,RFn,2,TA,TA,Y,134,105,0,0,0,0,,,,0,5,2010,WD,Normal
20,RL,60,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,8,1967,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,866,0,0,1831,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1980,RFn,2,TA,TA,Y,196,0,0,0,0,0,,,,0,7,2007,WD,Normal
20,RL,85,10203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,7,1976,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,1088,0,0,1744,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1989,Unf,2,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,5,2010,WD,Normal
190,RL,60,12183,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,8,4,2004,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Gd,TA,No,BLQ,Unf,Grav,Fa,N,FuseA,674,253,0,1915,1,0,1,0,2,1,Fa,5,Typ,0,,Detchd,1941,Unf,1,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,7,2010,WD,Normal
30,RL,50,11675,Pave,Pa,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,8,5,2002,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,818,0,0,1829,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1925,Unf,1,Fa,Fa,N,170,0,112,0,0,0,,,,0,7,2006,WD,Normal
60,RL,59,11799,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,,5,1996,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,849,1113,0,2126,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,TA,TA,Y,102,48,0,0,0,0,,,,0,7,2007,WD,Normal
20,RL,.,12345,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2006,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1424,0,0,1495,0,0,1,0,3,1,TA,6,Min,1,TA,Attchd,1960,RFn,1,TA,TA,Y,0,0,36,0,0,0,,GdWo,Shed,600,8,2007,WD,Normal
20,RL,67,8311,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,6,1994,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,1090,0,0,1495,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,2002,Unf,2,TA,TA,P,0,0,0,0,0,0,,,,0,6,2007,COD,Normal
50,RL,56,14723,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,7,5,2003,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2055,1186,0,2487,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996,Fin,3,TA,TA,Y,285,86,0,0,0,0,,,,0,3,2010,WD,Normal
20,RL,80,12987,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,6,2004,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459,TA,TA,CBlock,Gd,TA,Mn,ALQ,LwQ,GasA,Ex,Y,SBrkr,1649,0,0,1837,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977,Fin,2,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD,Normal
60,RL,78,9981,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,6,2006,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,20,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,928,679,0,2173,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1998,Fin,2,TA,TA,Y,362,36,0,0,0,0,,,,0,6,2010,WD,Normal
50,RL,70,10762,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,9,4,2005,1972,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,Gd,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,1003,641,0,1578,0,0,2,0,4,1,TA,5,Typ,1,Gd,Detchd,1972,Unf,2,TA,TA,Y,0,0,92,0,0,0,,GdPrv,,0,7,2008,WD,Normal
50,RM,50,3503,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,8,7,1998,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,722,565,0,1925,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1948,Unf,1,TA,TA,Y,0,35,0,0,0,0,,MnWw,,0,4,2009,WD,Normal
20,RL,200,43503,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,7,5,1975,1953,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,,,,,,GasA,Ex,Y,SBrkr,2036,0,0,1534,0,0,1,0,2,1,TA,9,Min,0,,2Types,1953,RFn,4,TA,TA,N,485,266,0,0,0,561,TA,GdPrv,,0,6,2007,WD,Normal